Year_of_prod,Season,Episode Number,Episode_Title,Duration,Director,Stars,Votes,Full Summary,Chandler,Joey,Ross,Rachel,Phoebe,Monica,The Gang,Summary1,Summary2,Summary3,Summary4,Summary5,Summary6,Summary7,Summary8,Summary9,Summary10,Summary11,Summary12,Summary13,Summary14,Summary15,Summary16,Summary17,Summary18,Summary19,Summary20,Summary21,Summary22,Summary23,Summary24,Summary25,Summary26,Summary27,Summary28,Summary29,Summary30,Summary31,Summary32,Summary33,Summary34,Summary35,Summary36,Summary37,Summary38,Summary39,Summary40,Summary41,Summary42,Summary43,Summary44,Summary45,Summary46,Summary47,Summary48,Summary49,Summary50,Summary51,Summary52
2003,9,14,The One with the Blind Dates,24,Gary Halvorson,8.2,2642,Phoebe and Joey purposely set Ross and Rachel up on bad dates in the hopes they'll get back together. Monica and Chandler babysit Emma.,1,1,1,1,1,1,0,Phoebe,,Joey,,,Ross,,Rachel,,,,,,,,,,,,Monica,,Chandler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,9,15,The One with the Mugging,24,Gary Halvorson,8.3,2670,"Joey gets a part in a stage-play in a painful way. Ross and Phoebe are mugged outside Central Perk, Phoebe realizes that she mugged Ross 18 years ago. Chandler starts his new career as advertising writer.",1,1,2,0,2,0,0,Joey,,,,,,,,,,,Ross,,Phoebe,,,,,,Phoebe,,,,,Ross,,,,Chandler,,,,,,,,,,,,,,,,,,,,,,,
2003,9,16,The One with the Boob Job,27,Gary Halvorson,8.2,2588,"When Monica and Chandler both ask Joey for money not wanting the other to know why they are asking for it, Chandler sees that Joey gave money to Monica. Joey makes up that Monica is getting...                ",2,3,0,0,0,3,0,,Monica,,Chandler,,,Joey,,,,,,,,,,,,,,,Chandler,,,Joey,,,,Monica,Joey,,,,Monica,,,,,,,,,,,,,,,,,,
2003,9,17,The One with the Memorial Service,26,Gary Halvorson,8.5,2713,"When Chandler and Ross joke around on their college website, Ross is accused of being dead which leads to the fact that he was not popular in college. Joey is not willing to give his ...                ",1,1,2,0,0,0,0,,Chandler,,Ross,,,,,,,Ross,,,,,,,,,,,,,,,,,,Joey,,,,,,,,,,,,,,,,,,,,,,,
2003,9,18,The One with the Lottery,23,Gary Halvorson,8.6,2792,"Hoping to win a huge jackpot, the friends pool their money and buy dozens of lottery tickets. However, they bicker over how to spend the fortune if they win, and Monica irritates everyone else by buying tickets just for her and Chandler.",1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monica,,,,,,,,,,,Chandler,,,,,,,,,,
2003,9,19,The One with Rachel's Dream,22,Terry Hughes,8.1,2616,"Joey is insecure now his Days of Our Lives character Dr. Drake Ramore is getting real dialog, so he asks Rachel to come along to the set, which she loves enough to get romantic dreams, but ...                ",0,1,0,1,0,0,0,Joey,,,,,,,,,,,,,,,,,,,,Rachel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,9,20,The One with the Soap Opera Party,22,Sheldon Epps,8.2,2615,Joey throws a cast party on the roof of his building where he ends up making out with an attractive professor that Ross had a crush on.,0,1,1,0,0,0,0,Joey,,,,,,,,,,,,,,,,,,,,,,Ross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,9,21,The One with the Fertility Test,22,Gary Halvorson,8.2,2557,"Still unable to conceive, Monica and Chandler decide to get tests done at a fertility clinic, where they run into Chandler's favorite ex, Janice. Rachel receives a gift certificate for a ...                ",2,0,0,1,0,1,0,,,,,Monica,,Chandler,,,,,,,,,,,,,,Chandler,,,,Rachel,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,9,22,The One with the Donor,22,Ben Weiss,7.8,2635,"When Joey hears that his girlfriend Charlie is an insecure shopper, he volunteers expert Rachel, who dreads being alone with her, so she makes sure Phoebe comes along, by saying she needs a...                ",0,1,0,1,1,0,0,,Joey,,,,,,,,,,,,,Rachel,,,,,,,,,,,Phoebe,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,9,23,The One in Barbados,22,Kevin Bright,8.5,2705,"Chandler gives advice to David, but that makes David want to propose to Phoebe. Although Phoebe is still in love with Mike. Monica calls Mike who shows up there right in the middle of ...                ",1,0,0,0,2,1,0,Chandler,,,,,,,,,,,,,Phoebe,,Phoebe,,,,,,,Monica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,9,24,The One in Barbados,22,Kevin Bright,8.6,2844,"To the other friends' fury, it keeps raining except during Ross's speech, which to their amazement is a big hit with the paleontologists. Joey's scientific ignorance decides Charlie to turn...                ",0,1,1,0,0,0,0,,,,,,,,,,,Ross,,,,,,,,,,,,,Joey,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,10,1,The One After Joey and Rachel Kiss,22,Kevin Bright,8.5,3113,Joey and Ross both attempt to come clean to each other that they're dating Rachel and Charlie. Phoebe finds out Mike has another girlfriend.,0,1,1,1,1,0,0,Joey,,Ross,,,,,,,,,,,,Rachel,,,Phoebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,10,2,The One Where Ross Is Fine,22,Ben Weiss,8.8,3366,Rachel and Joey fear for Ross's state of mind after he finds out about their relationship. Chandler and Monica visit some friends of Phoebe to get advice on adoption. Frank and the triplets come to visit.,1,1,1,1,1,1,0,Rachel,,Joey,,,Ross,,,,,,,,,,,Chandler,,Monica,,,,,Phoebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,10,3,The One with Ross's Tan,22,Gary Halvorson,8.8,3277,Ross goes to a tanning salon but fails to follow the 'simple' instructions. Joey and Rachel struggle to make the transition from friends to lovers. Monica and Phoebe try to avoid an annoying woman that used to live in their building.,0,1,1,1,1,1,0,Ross,,,,,,,,,,,,,Joey,,Rachel,,,,,,,,,,Monica,,Phoebe,,,,,,,,,,,,,,,,,,,,,,,,
2003,10,4,The One with the Cake,22,Gary Halvorson,8.3,2825,"On Emma's first birthday, Ross and Rachel convince everyone to delay their plans so they can attend her party, however plans go awry when Emma's birthday cake is revealed.",0,0,1,1,0,0,0,,,,,Ross,,Rachel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,10,5,The One Where Rachel's Sister Babysits,22,Roger Christiansen,8.2,2812,Rachel's sister Amy comes to visit and moves in with her and Joey. Phoebe constantly and accidentally ruins Mike's proposals. Joey struggles to write a letter of recommendation for Monica and Chandler's adoption agency.,1,2,0,1,1,1,0,Rachel,,,,,,,,,,,,Joey,Phoebe,,,,,,,Joey,,,,,,,,,Monica,,Chandler,,,,,,,,,,,,,,,,,,,,
2003,10,6,The One with Ross' Grant,22,Ben Weiss,8.2,2853,Ross applies for a paleontology grant and finds out Charlie's ex-boyfriend reviews the applications. Monica and Rachel fight over who has to take Phoebe's ugly painting.,0,0,1,1,1,1,0,Ross,,,,,,,,,,,,,,Monica,,Rachel,,,,,,,Phoebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,10,7,The One with the Home Study,22,Kevin Bright,8.3,2716,Monica and Chandler nervously prepare for a visit from an adoption worker. Phoebe and Mike keep changing their minds about donating their wedding money to charity. Ross fights Rachel's fear of swings.,1,0,1,1,1,1,0,Monica,,Chandler,,,,,,,,,,Phoebe,,,,,,,,,,,,,,Ross,,Rachel,,,,,,,,,,,,,,,,,,,,,,,
2003,10,8,The One with the Late Thanksgiving,22,Gary Halvorson,8.9,3302,"Joey, Ross, Rachel and Phoebe convince Monica and Chandler to host Thanksgiving, however the four of them end up arriving to dinner an hour late.",1,1,1,1,1,1,0,Joey,Ross,Rachel,,Phoebe,,Monica,,Chandler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,10,9,The One with the Birth Mother,22,David Schwimmer,8.6,2860,"After Rachel confirms Joey is more mature in relationships, Phoebe presents him to another friend as date, Sarah, who fails alas to respect his primordial rule by touching food in his plate...                ",0,1,0,1,1,0,0,,Rachel,,Joey,,,,,,Phoebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,10,10,The One Where Chandler Gets Caught,22,Gary Halvorson,8,2748,Chandler and Monica have decided they want to raise their offspring in a suburban house and even find a perfect one in Westchester. Rachel and Phoebe see Chandler enter a car with his ...                ,2,0,0,1,1,1,0,Chandler,,Monica,,,,,,,,,,,,,,,,,,,,,Rachel,,Phoebe,,Chandler,,,,,,,,,,,,,,,,,,,,,,,,
2004,10,11,The One Where the Stripper Cries,22,Kevin Bright,9,3684,Old secrets come to light when Ross and Chandler attend a college reunion. Monica and Rachel throw Phoebe a bachelorette party. Joey appears as a celebrity partner on a game show.,1,1,1,1,1,1,0,,,,,,,Ross,,Chandler,,,,,Monica,,Rachel,,Phoebe,,,,Joey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,10,12,The One with Phoebe's Wedding,22,Kevin Bright,8.9,3161,Chaos ensues as Phoebe and Mike prepare to get married.,0,0,0,0,1,0,0,,,,Phoebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,10,13,The One Where Joey Speaks French,22,Gary Halvorson,8.5,3044,Phoebe tries to teach Joey to speak French for an audition; Ross and Rachel head out to Long Island after her dad has a heart attack.,0,1,1,1,1,0,0,Phoebe,,,,Joey,,,,,,,Ross,,Rachel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,10,14,The One with Princess Consuela,22,Gary Halvorson,8.6,2989,"When Phoebe goes to get her name changed she realizes she can change it to anything she wants, so she changes it to Princess Consuela Banana Hammock, to Mike's displeasure. Chandler finds ...                ",1,0,0,0,1,0,0,,Phoebe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chandler,,,,,,,,,,,,,,,,,,,,,
2004,10,15,The One Where Estelle Dies,22,Gary Halvorson,8.5,2771,"Ross tries to get Rachel to go back to Ralph Lauren, Joey doesn't know that his agent has died, and Monica and Chandler bump into Janice.",1,1,1,1,0,1,0,Ross,,,,Rachel,,,,,,,Joey,,,,,,,,,Monica,,Chandler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,10,16,The One with Rachel's Going Away Party,22,Gary Halvorson,8.9,3141,"The gang throws Rachel a goodbye party, during which she says goodbye to everybody individually.",0,0,0,1,0,0,1,,The Gang,,Rachel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,10,17,The Last One: Part 1,30,Kevin Bright,9.5,6221,"Erica gives birth to the baby that Monica and Chandler are adopting. However, there's one small added surprise. Meanwhile, Ross and Rachel sleep together one last time before Rachel leaves ...                ",1,0,1,2,0,1,0,,,,,,,,Monica,,Chandler,,,,,,,,,,Ross,,Rachel,,,,,,,Rachel,,,,,,,,,,,,,,,,,,,,,,,
2004,10,18,The Last One: Part 2,30,Kevin Bright,9.7,10381,"Phoebe races Ross to the airport in a bid to stop Rachel from leaving for Paris. Monica and Chandler pack up their apartment ahead of their move to their new house, and Joey buys Chandler a new chick and duck as a leaving present.",2,1,1,1,1,1,0,Phoebe,,Ross,,,,,,,,,Rachel,,,,,Monica,,Chandler,,,,,,,,,,,,,,Joey,,Chandler,,,,,,,,,,,,,,,,,
